id,name,location
bethnal_green,Bethnal Green,Middlesex
biggleswade,Biggleswade,Bedfordshire
bigglesworth,Bigglesworth,Bedfordshire
billingsgate,Billingsgate,City of London
bishops_stortford,Bishop's Stortford,Hertfordshire
bishopsgate,Bishopsgate,City of London
bishopsgate_street,Bishopsgate Street,City of London
black_spread_eagle,Black Spread Eagle,Bride Lane
blackfriars,Blackfriars,London
blackfriars_theatre,Blackfriars Theatre,London
blackwall,Blackwall,London
blockhouse_gravesend,Blockhouse,"near Gravesend, Kent"
blue_balls_tavern,Blue Balls Tavern,near Duke's playhouse
botolphs_church,Botolph's Church,Cambridge
bottle_beer_house_strand,Bottle Beer House,Strand
bottle_of_hay,Bottle of Hay,"St. John's Street, Islington road"
bow,Bow,Middlesex
bow_church,Bow Church,Cheapside
brampton,Brampton,Huntingdonshire
brazennose_tavern,Brazennose Tavern,Savoy
brentford,Brentford,Middlesex
brentford_church,Church,"Brentford, Middlesex"
brentford_inn,Inn,"Brentford, Middlesex"
bridewell,Bridewell,London
bridge_tavern,Bridge Tavern,London Bridge
bristol,Bristol,Somerset
broad_street_dancing,Dancing School,Broad Street
broad_street_excise,Excise Office,"Broad Street, City of London"
brooke_house,Brooke House,Holborn (Commissioners of Accounts)
brownes_minories,Browne's,"mathematician, Minories"
buckingham,Buckingham,Buckinghamshire
bull_head,Bull Head Tavern,London
buntingford,Buntingford,Hertfordshire
cabinet_maker_southwark,Cabinet-maker's Shop,Southwark
cades_pictures,Cade's,"picture shop, London"
cake_house_southampton,Cake House,Southampton Market Place
cakehouse_hales,Cakehouse,near Hales's studio
cambridge,Cambridge,Cambridgeshire
canning_street,Canning Street,City of London
cannon_row,Cannon Row,Westminster
canterbury,Canterbury,Kent
captain_allens,Captain Allen's House,Mark Lane
captain_allens_house,Captain Allen's House,Rochester
captain_cockes_house,Captain Cocke's House,Greenwich
captain_ferrers_house,Captain Ferrers's House,Westminster
captain_kingdoms_house,Captain Kingdom's House,London
captain_lamberts_house,Captain Lambert's House,Greenwich
capuchin_monastery,Capuchin Monastery,St. James's
cardinals_cap,Cardinal's Cap,"tavern, London"
cary_house,Cary House,Strand (Royal Society dinner)
castle_house_deptford,Castle's House,Deptford
castle_tavern,Castle Tavern,Savoy/Strand area
catan_house,Catan's House,London
catan_sterpins_house,Catan Sterpin's House,London
chancery,Master of Chancery,London
chancery_lane,Chancery Lane,London
charing_cross,Charing Cross,Westminster
charing_cross_stairs,Charing Cross Stairs,Westminster
charterhouse_yard,Charterhouse Yard,London
chatham,Chatham,Kent
chatham_church,Chatham Church,Chatham
chatham_dock,Chatham Dock,Chatham
chatham_yard,Chatham Dockyard,"Chatham, Kent"
chatteris,Chatteris,Isle of Ely
cheapside,Cheapside,City of London
chelsea,Chelsea,Middlesex
chequer_charing_cross,Chequer,Charing Cross
chequers,Chequers,"tavern, Charing Cross"
chequers_holborn,Chequers,"inn, Holborn"
cherry_garden,Cherry Garden,Rotherhithe
cherry_garden_rochester,Cherry Garden,"Rochester, Kent"
china_alehouse,China Alehouse,London
chirurgeons_hall,Chirurgeons' Hall,City of London
chris_church,Christ Church,"Newgate, City of London"
christ_college,Christ College,Cambridge
christs_college,Christ's College,Cambridge
christs_hospital,Christ's Hospital,Smithfield
clapham,Clapham,Surrey
clarendon_house,Clarendon House,Piccadilly (Lord Chancellor)
clerkenwell,Clerkenwell,Middlesex
clerkenwell_church,Clerkenwell Church,Clerkenwell
clothworkers_hall,Clothworkers' Hall,City of London
club_dinner,A Club,near Six Clerks' Office
cock_alehouse,Cock Alehouse,Temple Bar
cock_pit,Cock Pit,Whitehall
cock_tavern,Cock,"tavern, London"
cockpit,Cockpit Theatre,Whitehall
cockpit_theatre,Cockpit Theatre,Drury Lane
coffee_house,Coffee House,Westminster
coffee_house_cornhill,Coffee House,Cornhill
coffee_house_exchange,Coffee House,"near the Exchange, City of London"
col_blunts_house,Colonel Blunt's House,near Deptford
col_cleggat_house,Colonel Cleggat's House,Greenwich
col_norwoods_lodgings,Colonel Norwood's Lodgings,Westminster
colvills_goldsmith,Colvill's (Goldsmith),City of London
commissioner_petts_house,Commissioner Pett's House,Deptford
commissioner_willoughbys,Commissioner Willoughby's House,Seething Lane
comptrollers_house,Comptroller's House,Lime Street
cooks_shop,A Cook's Shop,Westminster
cooks_shop_2,A Cook's Shop,London
coopers_house,Mr. Cooper's House,Covent Garden (miniature painter)
cornhill,Cornhill,City of London
council_chamber,Council Chamber,Whitehall
court_of_wards,Court of Wards,Westminster
cousin_angier_house,Cousin Angier's House,Cambridge
cousin_scotts_house,Cousin Scott's House,London
cousin_stradwicks_house,Cousin Stradwick's House,London
cousin_tom_pepys_house,Cousin Thomas Pepys's House,London
cousin_tom_pepys_shop,Cousin Tom Pepys's Shop,"turner, Paul's Churchyard"
covent_garden,Covent Garden,London
cranborne,Cranborne,"Windsor Forest, Berkshire"
crane_tavern,Crane,"tavern, Stocks"
creeds_lodging,Creed's Lodging,near New Exchange
crowes_upholsterer,Crowe's,"upholsterer, St. Bartholomew's"
crown_inn_rochester,Crown Inn,"Rochester, Kent"
crown_palace_yard,Crown,"tavern, Palace Yard"
crown_tavern,Crown,"tavern, London"
crown_tavern_exchange,Crown Tavern,"behind the Exchange, City of London"
crown_wilkinsons,Crown (Wilkinson's),Westminster
cuckolds_point,Cuckold's Point,Rotherhithe
custom_house,Custom House,City of London
cutlers_house_hackney,Cutler's House,Hackney
dagenhams,Dagenhams,Essex
dancing_school,Dancing School,Fleet Street
dartford,Dartford,Kent
davenants_opera,Davenant's Opera,Lincoln's Inn Fields
deal,Deal,Kent
deal_cliffs,Cliffs near Deal,Kent
delft,Delft,Netherlands
deptford,Deptford,Kent
deptford_church,Deptford Church,Deptford
deptford_ferry,Deptford Ferry,Deptford
deptford_upper_town,Deptford Upper Town,"Deptford, Kent"
devils_tavern,Devil's Tavern,London
devonshire_house,Devonshire House,Bishopsgate
dickshore,Dick Shore,Wapping/Limehouse
doctors_commons,Doctors' Commons,City of London
dog_tavern,Dog Tavern,Westminster
dolphin_tavern,Dolphin,"tavern, London"
dorset_house,Dorset House,London
dover,Dover,Kent
dr_clerkes_house,Dr. Clerke's House,London
dr_hardys_church,Dr. Hardy's Church,London
dr_walkers_house,Dr. Walker's House,Doctors' Commons
dr_whores_house,Dr. Whore's House,London
dr_wilkins_house,Dr. Wilkins's House,London
dr_williams_house,Dr. Williams's House,Holborn
drumblebys,Drumbleby's,"flageolet maker, London"
drury_lane,Drury Lane,London
drury_lane_theatre,Drury Lane Theatre,Drury Lane
duck_lane,Duck Lane,Smithfield
dukes_playhouse,Duke's Playhouse,Lincoln's Inn Fields
dukes_theatre,Duke's Theatre,Lincoln's Inn Fields
durdans,Durdans,Epsom
durham_yard,Durham Yard,Strand (Commissioners of Accounts)
east_india_house,East India House,"Leadenhall Street, City of London"
english_channel,English Channel,at sea
engraver_tower,Engraver's Workshop,Tower of London
epping,Epping,Essex
epsom,Epsom,Surrey
epsom_downs,Epsom Downs,Surrey
epsom_wells,Epsom Wells,Surrey
erith,Erith,Kent
erith_east_indiaman,East India Ship,"Erith, Kent"
essex_house,Essex House (Lord Keeper's),Strand
eton_college,Eton College,"Eton, Buckinghamshire"
ewell,Ewell,Surrey
ewell_yowell,Ewell (Yowell),Surrey
exchequer,Exchequer,Westminster
exchequer_charing_cross,Exchequer,"tavern, Charing Cross"
exchequer_court,Court of Exchequer,Westminster
excise_office,Excise Office,"behind the Exchange, City of London"
exeter_house,Exeter House,Strand
exeter_house_chapel,Mr. Gunning's Chapel,"Exeter House, Strand"
faithornes,Faithorne's,"print-seller, London"
falcon_bankside,Falcon,"Bankside, Southwark"
falcon_inn,Falcon Inn,"Petty Cury, Cambridge"
father_bowyers_house,Father Bowyer's House,Westminster
father_church,Father's Parish Church,London
father_house,Father's House,London
feathers_tavern,Feathers,"tavern, Fish Street"
fenchurch_street,"Scrivener, Fenchurch Street",City of London
fields_grays_inn,Fields behind Gray's Inn,Holborn
fish_street,Fish Street,City of London
fishmongers_hall,Fishmongers' Hall,City of London
five_bells,Five Bells,"tavern, London"
fleece_cornhill,Fleece,"tavern, Cornhill"
fleece_covent_garden,Fleece Tavern,Covent Garden
fleece_tavern,Fleece Tavern,Cornhill
fleet_alley,Fleet Alley,London
fleet_street,Fleet Street,London
foulmer,Foulmer,Cambridgeshire
fountain_tavern,Fountain Tavern,London
fox_hall,Fox Hall,Lambeth
fox_king_street,Fox,"tavern, King Street, Westminster"
foxhall_spring_gardens,Foxhall Spring Gardens,"Vauxhall, Lambeth"
french_church,French Church,London
french_church_city,French Church,City of London
french_church_savoy,French Church,Savoy
french_embassy,French Embassy,London
french_ordinary,French Ordinary,"restaurant, London"
fullers_deal,Fuller's,"alehouse, Deal"
gaming_house,Gaming House,Lincoln's Inn Fields
gatehouse,Gatehouse,Westminster
george_holborn,George,"inn, Holborn Conduit"
gillingham,Gillingham,Kent
glass_house,Glass House,London
globe_cornhill,Globe,Cornhill
globe_deptford,Globe,"tavern, Deptford"
globe_eastcheap,Globe,"tavern, Eastcheap"
globe_fleet_st,Globe,"tavern, Fleet Street"
globe_greenwich,Globe,"tavern, Greenwich"
goat_charing_cross,Goat,"tavern, Charing Cross"
godalming,Godalming,Surrey
godmanchester,Godmanchester,Huntingdonshire
golden_eagle,Golden Eagle,"inn, between Fetter Lane and Shoe Lane"
golden_lion,Golden Lion,"tavern, near Charing Cross"
golden_lion_tavern,Golden Lion Tavern,Strand
goldsmith_new_exchange,Goldsmith,near New Exchange
goldsmiths_hall,Goldsmith's Hall,City of London
goring_house,Goring House,London
gosport,Gosport,Hampshire
grande_salle,Grande Salle,The Hague
graveley,Graveley,Cambridgeshire
gravesend,Gravesend,Kent
gravesend_whites,White's,"tavern, Gravesend, Kent"
grays,Grays,Essex
grays_inn,Gray's Inn,London
grays_inn_fields,Gray's Inn Fields,Holborn
great_wardrobe,Great Wardrobe,London
greatorexs,Greatorex's,"instrument maker, London"
green_dragon,Green Dragon,"tavern, Lambeth Hill"
greenwich,Greenwich,Kent
greenwich_church,Greenwich Church,Greenwich
greenwich_park,Greenwich Park,Greenwich
greenwich_vestry,Church Vestry,Greenwich Church
gresham_college,Gresham College,Bishopsgate
greyhound,Greyhound,"tavern, London"
greyhound_fleet_st,Greyhound,"tavern, Fleet Street"
greyhound_tavern,Greyhound Tavern,London
guildford,Guildford,Surrey
guildhall,Guildhall,City of London
hackney,Hackney,Middlesex
hackney_church,Hackney Church,Hackney
half_moon,Half Moon,"tavern, Westminster"
halfway_house,Halfway House,between Deptford and Redriffe
halfway_tree,Halfway Tree,between Deptford and Rotherhithe
ham_creek,Ham Creek,Kent
hampstead,Hampstead,Middlesex
hampton_court,Hampton Court,Middlesex
hargrave_house,Hargrave's,St. Martin's Lane
harmans_house,Harman's House,"upholsterer, Cornhill"
harp_and_ball,Harp and Ball,"tavern, Westminster"
harpers,Harper's,"tavern, Westminster"
hatfield,Hatfield,Hertfordshire
heaven_tavern,Heaven,"tavern, Westminster"
hell_tavern,Hell,"tavern, Westminster"
hempsons_house,Hempson's House,Rochester
henry_vii_chapel,Henry VII's Chapel,Westminster Abbey
herberts_westminster,Herbert's,Westminster
hercules_pillars,Hercules Pillars,"tavern, London"
hermitage,Hermitage,Wapping
herrings_house,Herring's,"merchant, Coleman Street, London"
highgate,Highgate,Middlesex
hill_house_chatham,Hill House,Chatham
hinchingbroke,Hinchingbroke,Huntingdonshire
hinde_court,Hinde Court,Fleet Street
holloway,Holloway,Middlesex
home_axe_yard,Home,"Axe Yard, Westminster"
home_seething_lane,Home (new),"Seething Lane, City of London"
hoop_bridge,Hoop,"tavern, by the Bridge"
hoop_tavern,Hoop Tavern,Thames Street
horsleydown,Horsleydown,Southwark
hounslow,Hounslow,Middlesex
house_of_lords,House of Lords,Westminster
hungerford,Hungerford,Berkshire
huntingdon,Huntingdon,Huntingdonshire
hunts_instrument,Hunt's,"instrument maker, London"
huntsmore,Huntsmore,"Mr. Bowyer's, Buckinghamshire"
hyde_park,Hyde Park,London
ilford,Ilford,Essex
impington,Impington,Cambridgeshire
ironmongers_hall,Ironmongers' Hall,City of London
isle_of_dogs,Isle of Dogs,Middlesex
islington,Islington,Middlesex
jacobs,Jacob's,"alehouse, St. James's Park"
jamaica_house,Jamaica House,Bermondsey/Rotherhithe
jervas_barber,Jervas the Barber,"Palace Yard, Westminster"
jewel_office,Jewel Office,Whitehall
jewish_synagogue,Jewish Synagogue,Creechurch Lane
kate_joyces_house,Kate Joyce's House,London
katherine_wheel_islington,Katherine Wheel,Islington
kensington,Kensington,Middlesex
kensington_grotto,Kensington Grotto,Kensington
kent_street,Kent Street,Southwark
king_head_deptford,King's Head,"tavern, Deptford"
king_head_tavern,King's Head Tavern,Charing Cross
king_street,King Street,Westminster
kings_college_chapel,King's College Chapel,Cambridge
kings_court_hague,King's Court,The Hague
kings_head_charing_cross,King's Head,"ordinary, Charing Cross"
kings_head_greenwich,King's Head,"tavern, Greenwich"
kings_head_lambeth,King's Head,Lambeth Marsh
kings_head_stangold,King's Head,Stangold
kings_head_tower_st,King's Head,"tavern, Tower Street"
kings_house_greenwich,King's House,Greenwich
kings_playhouse,King's Playhouse,Drury Lane
kings_pleasure_boat,King's Pleasure Boat,Thames
kings_theatre,King's Theatre,Drury Lane
kingsland,Kingsland,Middlesex
kingston,Kingston,Surrey
kits_cotty_house,Kit's Cotty House,"Aylesford, Kent"
knightsbridge,Knightsbridge,Middlesex
knipps_lodging,Mrs. Knipp's Lodging,London
lady_carterets_deptford,Lady Carteret's House,Deptford
lady_carterets_london,Lady Carteret's,London
lady_montagus_westminster,Lady Montagu's,Westminster
lady_peterboroughs_house,Lady Peterborough's House,London
lady_pickerings_house,Lady Pickering's House,London
lady_poolys_bow,Lady Pooly's,Bow
lady_wrights_house,Lady Wright's House,London
lambeth,Lambeth,Surrey
lambeth_marsh,Lambeth Marsh,Lambeth
leadenhall,Leadenhall,City of London
leatherhead,Leatherhead,Surrey
lee_roads,Lee Roads,Thames Estuary
leg_tavern,Leg,"tavern, King Street, Westminster"
leicester_house,Leicester House,Leicester Fields (French Ambassador)
lillys_studio,Lilly's Studio,"painter, London"
limehouse,Limehouse,Stepney
lincolns_inn,Lincoln's Inn,London
lincolns_inn_fields,Lincoln's Inn Fields,London
lincolns_inn_playhouse,New Playhouse,Lincoln's Inn Fields
lincolns_inn_walks,Lincoln's Inn Walks,London
lion_tavern,Lion,"tavern, Westminster"
liphook,Liphook,Hampshire
lissen_green,Lissen Green,near Paddington
lisson_green,Lisson Green,Marylebone
lodging_hague,Lodging,The Hague
lombard_street,Lombard Street,"mercer, City of London"
london_bridge,London Bridge,City of London
london_city,London,City of London
long_reach,Long Reach,Thames
longreach,Longreach,"Thames, below Deptford"
loosduinen,Loosduinen,Netherlands
lord_ashlys_house,Lord Ashley's House,London
lord_barkeleys,Lord Barkeley's,St. James's
lord_bellasses_house,Lord Bellasses's House,London
lord_bellasses_lodgings,Lord Bellasses's Lodgings,Lincoln's Inn Fields
lord_brookes_hackney,Lord Brooke's Garden,Hackney
lord_brunckers_covent_garden,Lord Bruncker's House,Covent Garden
lord_brunckers_greenwich,Lord Bruncker's House,Greenwich
lord_burlingtons_house,Lord Burlington's House,Piccadilly (next Clarendon House)
lord_chancellors,Lord Chancellor's,Whitehall
lord_chancellors_lodging,Lord Chancellor's Lodging,The Hague
lord_chancellors_new_house,Lord Chancellor's New House,Piccadilly (Clarendon House)
lord_crews_house,Lord Crew's House,Lincoln's Inn Fields
lord_frezendorfs,Lord Frezendorf's House,London
lord_hollands_house,Lord Holland's House,Kensington
lord_lauderdales_highgate,Lord Lauderdale's House,Highgate
lord_mayors_house,Lord Mayor's House,City of London
lord_peterboroughs,Lord Peterborough's House,London
lord_sandwich_lincolns_inn,Lord Sandwich's House,Lincoln's Inn Fields
lord_sandwichs_lodgings,Lord Sandwich's Lodgings,Whitehall
lord_st_albans_building,Lord St. Albans's Building,near Piccadilly
lord_st_albans_lodgings,Lord St. Albans's Lodgings,Whitehall
lord_treasurers,Lord Treasurer's,Whitehall
lord_treasurers_house,Lord Treasurer's House,Whitehall/London
lord_widdringtons_house,Lord Widdrington's House,London
lovetts_house,Lovett's House,"varnisher, London"
ludgate,Ludgate,City of London
ludgate_church,Ludgate Church,City of London
lyme_street,Lyme Street,City of London
magdalene_college,Magdalene College,Cambridge
maidstone,Maidstone,Kent
major_harts_lodgings,Major Hart's Lodgings,Cannon Street
mark_lane_tavern,A Tavern,Mark Lane
marlborough,Marlborough,Wiltshire
marrowbone_gardens,Marylebone Gardens,Marylebone
marshs,Marsh's,"tavern, Whitehall"
mary_joyces_house,Mary Joyce's House,London
marylebone,Marylebone,Middlesex
maybolt_galliott,Maybolt Galliott (ship),Deptford
maypole_strand,Maypole in the Strand,Strand
mercers_chapel,Mercer's Chapel,Cheapside
merchant_taylors_church,Church by Merchant Taylors' Hall,City of London
milford_stairs,Milford Stairs,Strand
milk_street,Milk Street,City of London
milke_house_strand,Milk House,Strand
minchen_lane,Minchen Lane,City of London
mings_funeral_church,Church,Sir Christopher Mings's funeral
mitre_cheapside,Mitre,"tavern, Cheapside"
mitre_fleet_street,Mitre,"tavern, Fleet Street"
mitre_tavern,Mitre,"tavern, London"
mitre_wood_street,Mitre,"tavern, Wood Street"
moorfields,Moorfields,City of London
mortlake,Mortlake,Surrey
mother_lams,Mother Lam's,Westminster
moxons,Moxon's,"instrument maker, London"
mr_ackworths_house,Mr. Ackworth's House,Woolwich
mr_ashburnhams,Mr. Ashburnham's,"Old Palace Yard, Westminster"
mr_battersbys_house,Mr. Battersby's House,London
mr_beales_office,Mr. Beale's Office,Chancery Lane
mr_blackburnes_house,Mr. Blackburne's House,London
mr_blagraves_house,Mr. Blagrave's House,"Fishyard, Westminster"
mr_blands_house,Mr. Bland's House,London
mr_boremans_house,Mr. Boreman's House,Greenwich
mr_butlers_house,Mr. Butler's House,London
mr_cades_shop,Mr. Cade's Shop,London
mr_calthrops_house,Mr. Calthrop's House,London
mr_chaplins_house,Mr. Chaplin's House,London
mr_coventrys_chamber,Mr. Coventry's Chamber,Whitehall
mr_coventrys_house,Mr. Coventry's House,London
mr_coventrys_lodgings,Mr. Coventry's Lodgings,Old Palace Yard
mr_creeds_lodging,Mr. Creed's Lodging,London
mr_crews_house,Mr. Crew's House,Lincoln's Inn Fields
mr_cumberland_house,Mr. Cumberland's House,London
mr_cuttles_house,Mr. Cuttle's House,Greenwich
mr_davis_house_deptford,Mr. Davis's House,Deptford
mr_de_cretz_house,Mr. de Cretz's House,London
mr_debastys,Mr. Debasty's,London
mr_denhams_house,Mr. Denham's House,"surveyor, London"
mr_downings_lodgings,Mr. Downing's Lodgings,Westminster
mr_drakes_hackney,Mr. Drake's Garden,Hackney
mr_evelyns_house,Mr. Evelyn's House (Sayes Court),Deptford
mr_fage_house,Mr. Fage's House,Westminster
mr_falconers_house,Mr. Falconer's House,Woolwich
mr_foxs_house,Mr. Fox's House,Whitehall
mr_frosts_house,Mr. Frost's House,London
mr_g_montagu_house,Mr. G. Montagu's House,London
mr_gawdens_house,Mr. Gawden's House,Clapham
mr_george_montagus_house,Mr. George Montagu's House,London
mr_glanvills_house,Mr. Glanvill's House,Greenwich
mr_greatorex_house,Mr. Greatorex's House,London
mr_hales_studio,Mr. Hales's Studio,"painter, London"
mr_herrings_church,Mr. Herring's Church,London
mr_hodges_house,Mr. Hodges's House,Lincoln's Inn Fields
mr_holdens_shop,Mr. Holden's Shop,"hatter, London"
mr_hollands_house,Mr. Holland's House,Bridewell
mr_hores_tower,Mr. Hore's,Tower of London
mr_hunts_house,Mr. Hunt's House,"near Axe Yard, Westminster"
mr_jaggards,Mr. Jaggard's,Thames Street
mr_knightlys_house,Mr. Knightly's House,London
mr_laxtons_house,Mr. Laxton's,"apothecary, London"
mr_lillys_house,Mr. Lilly's House,London
mr_lucys_house,Mr. Lucy's House,"merchant, London"
mr_mertons_shop,Mr. Merton's Shop,Cambridge
mr_michells_house,Mr. Michell's House,"Thames Street, near Old Swan"
mr_moores_house,Mr. Moore's House,London
mr_mossums_church,Mr. Mossum's Church,London
mr_mounts_chamber,Mr. Mount's Chamber,Whitehall
mr_pennys_tailor,Mr. Penny's,"tailor, near St. Dunstan's Church, Fleet Street"
mr_pett_builder,Mr. Pett the Builder's House,Chatham
mr_pett_shipwright,Mr. Pett the Shipwright's House,Woolwich
mr_phelps_house,Mr. Phelps's House,Westminster
mr_pierce_purser_house,Mr. Pierce the Purser's House,London
mr_pierce_surgeon_house,Mr. Pierce the Surgeon's House,London
mr_pierces_house,Mr. Pierce's House,London
mr_pims_house,Mr. Pim's House,"tailor, London"
mr_pims_shop,Mr. Pim's Shop,"tailor, London"
mr_pinkneys_house,Mr. Pinkney's House,London
mr_pinkneys_shop,Mr. Pinkney's Shop,"goldsmith, London"
mr_povys_house,Mr. Povy's House,London
mr_rawlinsons_house,Mr. Rawlinson's House,London
mr_reeves_house,Mr. Reeve's House,London
mr_sheldens_house,Mr. Shelden's House,Woolwich
mr_sheplys_lodgings,Mr. Shepley's Lodgings,"at my Lord's lodgings, Whitehall"
mr_sherwins_house,Mr. Sherwin's House,London
mr_spongs_house,Mr. Spong's House,London
mr_starlings,Mr. Starling's,London
mr_stephens_house,Mr. Stephens's House,"Treasurer's man, London"
mr_stevens_shop,Mr. Steven's Shop,London
mr_swans_house,Mr. Swan's House,London
mr_symons_house,Mr. Symons's House,London
mr_thornburys_house,Mr. Thornbury's House,Westminster
mr_tippets_house,Mr. Tippets's House,Portsmouth Dock
mr_vernons_house,Mr. Vernon's House,London
mr_vines_house,Mr. Vines's House,Westminster
mr_wades_house,Mr. Wade's House,London
mr_wm_montagus_chamber,Mr. Wm. Montagu's Chamber,London
mr_woollys,Mr. Woolly's,near Seething Lane
mr_wottons_house,Mr. Wotton's House,London
mr_wottons_shop,Mr. Wotton's Shop,"shoemaker, London"
mr_wright_house_greenwich,Mr. Wright's House,Greenwich
mr_youngs_house,Mr. Young's,"flag-maker, Cornhill"
mrs_ann_lodgings,Mrs. Ann's Lodgings,London
mrs_blackburnes_house,Mrs. Blackburne's House,London
mrs_brownes_house,Mrs. Browne's House,Walthamstow
mrs_clarkes_house,Mrs. Clarke's House,Westminster
mrs_clerkes_greenwich,Mrs. Clerke's House,Greenwich
mrs_clerkes_lodging,Mrs. Clerke's Lodging,Greenwich
mrs_crisps_house,Mrs. Crisp's House,"Axe Yard, Westminster"
mrs_eastwoods_lodging,Mrs. Eastwood's Lodging,"new market, Lord Treasurer's, Westminster"
mrs_ferrers_house,Mrs. Ferrer's House,Westminster
mrs_hunts_house,Mrs. Hunt's House,Westminster
mrs_jem_lodgings,Mrs. Jem's Lodgings,London
mrs_johnsons_house,Mrs. Johnson's House,"sempstress, Strand"
mrs_lanes_lodging,Mrs. Lane's Lodging,Westminster
mrs_martins_lodging,Mrs. Martin's Lodging,Westminster
mrs_martins_new_lodging,Mrs. Martin's New Lodging,Westminster
mrs_michells_shop,Mrs. Michell's Shop,Westminster Hall
mrs_peningtons_house,Mrs. Penington's House,Greenwich
mrs_pierce_house,Mrs. Pierce's House,London
mrs_pierces_covent_garden,Mrs. Pierce's House,Covent Garden
mrs_pierces_greenwich,Mrs. Pierce's House,Greenwich
mrs_pierces_lodging_portsmouth,Mrs. Pierce's Lodging,Portsmouth
mrs_russells,Mrs. Russell's,London
mrs_shipmans_house,Mrs. Shipman's House,Walthamstow
mrs_stokes_paternoster_row,Mrs. Stokes's,"goldsmith, Paternoster Row"
mrs_terrys_house,Mrs. Terry's House,London
mrs_turner_house,Mrs. Turner's House,London
mrs_whatelys_house,Mrs. Whately's House,London
mrs_williams_covent_garden,Mrs. Williams's House,Covent Garden
mrs_williams_erith,Mrs. Williams's Lodging,"Erith, Kent"
mum_house,Mum House,Leadenhall
my_lords_lodgings,My Lord's Lodgings,Whitehall
navy_commissioners,Commissioners of the Navy,London
navy_office,Navy Office,"Seething Lane, City of London"
navy_office_greenwich,Navy Office,"King's House, Greenwich"
navy_office_tower_hill,Navy Office,"Tower Hill, London"
navy_treasurer,Treasurer of the Navy,London
neat_houses,Neat Houses,Chelsea/Pimlico
new_exchange,New Exchange,Strand
new_market,New Market,Westminster
new_spring_garden,New Spring Garden,Vauxhall
new_theatre_fencing,New Theatre,Lincoln's Inn Fields
newbury,Newbury,Berkshire
newgate,Newgate,City of London
newgate_market,Newgate Market,City of London
newport_pagnell,Newport Pagnell,Buckinghamshire
nonesuch_palace,Nonsuch Palace,"near Ewell, Surrey"
nonsuch,Nonsuch,Surrey
nursery_theatre,Nursery Theatre,Hatton Garden
office_exchequer,Office,"Exchequer, Westminster"
offord,Offord,Huntingdonshire
old_bailey,Old Bailey,City of London
old_exchange,Old Exchange,City of London
old_fish_street,Old Fish Street,City of London
old_ford,Old Ford,near Bow
old_georges,Old George's,"eating house, London"
old_james,Old James,"tavern, Bishopsgate"
old_jewry,Old Jewry,City of London
old_sarum,Old Sarum,near Salisbury
old_spring_garden,Old Spring Garden,Vauxhall
old_swan,Old Swan,Thames Street
ordinary_dinner,An Ordinary,London
ordinary_old_exchange,An Ordinary,near Old Exchange
oxford,Oxford,Oxfordshire
paddington,Paddington,Middlesex
painted_chamber,Painted Chamber,Westminster
palace_yard,Palace Yard,Westminster
pannier_alley,Pannier Alley,"near Newgate, City of London"
parish_church,Parish Church,St. Olave Hart Street
parish_church_fenner,Church,near Uncle Fenner's
parliament_house,Parliament House,Westminster
parliament_stairs,Parliament Stairs,Westminster
parsons_drove,Parson's Drove,Isle of Ely
paternoster_row,Paternoster Row,City of London
