id,name,location
291,Ringo Ale-house,Westminster / City (exact location unspecified)
292,Norwich (ship,Deptford)
293,Sir Robert Bernard's London Chambers,City of London (exact location unspecified)
295,Mrs Bunt's House,Westminster (exact location unspecified)
296,Rose Tavern (near Navy Office),Seething Lane area
297,Saracen's Head Tavern,City of London (exact location unspecified)
298,Gaming House (Lincoln's Inn Fields),Lincoln's Inn Fields
299,Dancing School (Fleet Street),Fleet Street
300,Sun Tavern (New Fish Street),New Fish Street
301,Six Clerks Office,Chancery Lane
302,Mrs Battersby's House,Westminster (exact location unspecified)
303,Mrs Scott's House (cozen),City of London (exact location unspecified)
304,Doctor's Commons,Doctor's Commons
305,Savill's Painting Studio,Cheapside
306,St Clement Danes Church,The Strand
309,Mitre Tavern (Cheapside),Cheapside
310,Old Jewry,Old Jewry
311,Lord Treasurer's House,"Whitehall, Westminster"
312,Mark Lane Tavern,Mark Lane
314,Mr Coventry's Lodgings (Old Palace Yard),Old Palace Yard
315,Serjeant Fountaine's Chambers,Temple area
317,Westminster Stairs,Westminster
318,Mr Phillips's Chambers (Temple),Temple
319,Treasury Office (Navy pay office),Westminster (exact location unspecified)
320,King's Closet (Whitehall),Whitehall
321,Council Chamber (Whitehall),Whitehall
322,Alehouse at Tower Stairs,Tower Hill
323,Alehouse near Temple,Temple area
324,Mr Walpole's Chambers,Temple area
325,Old Bailey,Old Bailey
326,Alehouse in Moorfields,Moorfields
327,Mr Faulconberge's House,City of London (exact location unspecified)
328,Stationer's Shop (City),City of London (exact location unspecified)
331,Mr George Montagu's House,Covent Garden
332,Lady Harvy's House,Covent Garden
333,Three Crane Tavern,City of London (exact location unspecified)
334,Trinity House,Water Lane
335,Mrs Chappell's House (Stepney),Stepney
336,Parliament House,Westminster
337,Tavern near Vere Street Theatre,Clare Market area
338,Mr Berkenshaw's House,Southwark
339,Pope's Head (Moorfields area),Moorfields
340,Pewterer's Shop,City of London (exact location unspecified)
341,Ships fitting on Thames,River Thames
342,Alehouse behind House of Lords,Westminster
343,The Lewes (merchant ship),River Thames
344,The Experiment (ship),River Thames
345,New Exchange (The Strand),The Strand
346,Bowes (shop),The Strand
347,Sir Thomas Crew's Lodgings,Westminster (exact location unspecified)
348,The Grange (near Opera House),Lincoln's Inn Fields area
350,Spital Fields (Spital sermon),Bishopsgate area
352,Dr Castle's Office,Westminster (exact location unspecified)
353,Greenwich Park,Greenwich
354,Greenwich Palace (Queen's House),Greenwich
355,Aldgate,Aldgate
356,Mr Blagrave's House (Fish Yard),Fish Yard
357,Antony Joyce's House,Cheapside area
358,Lambeth,Lambeth
359,Guildford,Guildford
361,Havant,Havant
362,Portsmouth (general),Portsmouth
363,Mr Wiard's House (surgeon),Portsmouth
364,Mrs Stephens's Lodgings,Portsmouth
365,Portsmouth Pay-house,Portsmouth
366,Portsmouth Church (garrison),Portsmouth
368,Mr Tippets's House,Portsmouth Dockyard
369,Gosport,Gosport
370,Southampton,Southampton
371,Mayor's House (Southampton),Southampton
372,Queen's Lodgings (Portsmouth),Portsmouth garrison
373,Garrison Chapel (Portsmouth),Portsmouth garrison
374,The Swallow (ship),Portsmouth Dockyard
375,Mayor's House (Portsmouth),Portsmouth
376,Portsmouth Town Walls,Portsmouth
377,Mrs Pierce's Lodgings (Portsmouth),Portsmouth
378,Kingston-upon-Thames,Kingston-upon-Thames
379,Dr Clerke's House,Westminster (exact location unspecified)
380,St James's Palace,St James's
381,Goldsmith's Shop (near Wardrobe),Carter Lane area
382,Hyde Park,Westminster
383,Mr de Cretz's Painting Studio,Covent Garden area
384,Alehouse (Covent Garden),Covent Garden
385,Italian Puppet Play (Covent Garden),Covent Garden
386,Mortlake,Mortlake
388,Teddington,Teddington
390,Mr Marriott's House (Hampton Court),Hampton Court
392,Privy Garden (Whitehall),Whitehall
395,Blackfriars Church (Mr Baxter's),Blackfriars
396,Triumph Tavern (Charing Cross),Charing Cross
397,Red Bull Theatre,Clerkenwell
398,Mr Wotton's Shoe Shop,"Cornhill area, City of London"
399,Mum House (Leadenhall),Leadenhall
400,Alderman Backwell's (Lombard Street),Lombard Street
401,Old Spring Garden (Vauxhall),Vauxhall
402,New Spring Garden (Vauxhall),Vauxhall
404,Mrs Clarke's House,Westminster (exact location unspecified)
405,Tower Wharf,Tower Hill
406,Short's Ale-house (Old Bailey),Old Bailey
407,Mr Greatorex's (instrument maker),London (exact location unspecified)
408,Ratcliffe (waterside),Ratcliffe
409,Lincoln's Inn Fields,Lincoln's Inn Fields
410,Somerset House,The Strand
411,Lilly's Painting Studio (Peter Lely),London (exact location unspecified)
412,Wright's Painting Studio,London (exact location unspecified)
413,Sir William Warren's Timber Yard,Thames waterside (exact location unspecified)
414,Custom House Stairs,Thames riverside
415,Thames Street,Thames Street
417,Woolwich Rope Yard,Woolwich
419,Mr Creed's Lodgings,Westminster (exact location unspecified)
420,George Inn (Holborn Conduit),Holborn
421,White Hart Inn (Woolwich),Woolwich
422,Ship Tavern (behind Exchange),Cornhill area
423,Billingsgate Stairs,Thames riverside
424,Rochester,Rochester
425,Medway (guardships area),River Medway
426,HMS Sovereign (Medway),River Medway
429,St Dunstan's Church (Fleet Street),Fleet Street
430,Bow (King's Head inn),Bow
431,Waltham Forest,Essex
433,Barking,Barking
434,Mr Barwell's (saddler,Fleet Street)
435,Mr Clerke's Confectioner's,Westminster (exact location unspecified)
436,Lombard Street Ordinary,Lombard Street
437,Palace Yard (Parliament Stairs),Westminster
439,Commissioner Pett's House (Woolwich),Woolwich
440,Deptford Pay-house,Deptford
441,Ship Tavern (Greenwich),Greenwich
442,Hermitage (wharf),Wapping
443,Custom House,Thames Street
444,Swan Tavern (Old Fish Street),Old Fish Street
445,Puddle Dock Tavern,Thames Street area
446,Mr Bland's House,City of London (exact location unspecified)
447,Mr Fox's House (Whitehall),Whitehall
448,Falcon Stairs (Bankside),Bankside
449,Sir John Minnes's Lodgings,Seething Lane
450,Duke of Albemarle's House,Whitehall area
451,St Paul's School,St Paul's Churchyard
452,Sheriff Maynell's House,City of London (exact location unspecified)
453,Queen's Chapel (St James's Palace),St James's
454,Mr Young's House (Blackfriars),Blackfriars
455,French Church at the Savoy,The Strand
456,Cockpit Theatre (Whitehall),Whitehall
458,Puckeridge,Puckeridge
459,Cozen Angier's House (Cambridge),Cambridge
460,Cambridge Schools / Regent House,Cambridge
461,Trinity Hall (Cambridge),Cambridge
462,Crown Inn (Huntingdon),Huntingdon
463,Sir Robert Bernard's Office (Huntingdon),Huntingdon
464,Mr Phillips's House (Brampton area),Brampton
466,Brampton Court (manorial court),Brampton
467,King's College Chapel (Cambridge),Cambridge
468,Trinity College (Cambridge),Cambridge
469,St John's College Library (Cambridge),Cambridge
470,Mr Smith the Scrivener (Ludgate Hill),Ludgate Hill
471,King's Head Ordinary (Charing Cross),Charing Cross
472,Alehouse near Tower Gate,Tower Hill
473,Lord Mayor's House (Mincing Lane),Mincing Lane
474,Mary Cole's House (Fleet Street area),Fleet Street area
475,Italian Puppet Show (Charing Cross),Charing Cross
476,Ordinary behind the Exchange,Cornhill area
477,Sir Edward Hale's Chambers (Temple),Temple area
478,Gracechurch Street / Cornhill Conduit,Cornhill
479,Ironmongers' Hall,Fenchurch Street
482,Limehouse (buss-building yard),Limehouse
484,Temple Bar,Fleet Street / Strand boundary
486,Sir John Berkenheade's House,London (exact location unspecified)
487,Sir Richard Browne's House,London (exact location unspecified)
489,Mr Cade's Stationer's,City of London (exact location unspecified)
491,Mr Peat's House (Woolwich),Woolwich
492,Harp and Ball Tavern (Whitehall),Whitehall
493,Mrs Ferrer's House (Westminster),Westminster (exact location unspecified)
495,Wood Street Shop (furniture),Wood Street
496,Welsh Cook's (Charing Cross),Charing Cross
497,China Alehouse (near Duke's House),Lincoln's Inn Fields area
498,Mr Povy's House,Lincoln's Inn area
499,Lord Chancellor's House,"Chancery Lane area, London"
500,Mr Ackworth's House (Woolwich),Woolwich
501,Globe Tavern (Eastcheap),Eastcheap
502,St Dunstan's in the East Church,City of London
503,Mrs Unthank's (seamstress),Westminster (exact location unspecified)
504,Serjeant Bernard's Chambers (Temple),Temple
505,Mr Lovell's Office (proctor),London (near Doctors' Commons)
506,Bow Church (Court of Arches),Cheapside
507,Bookseller's (The Strand),The Strand
508,Sir W. Wheeler's House (Westminster),Westminster (exact location unspecified)
509,Cuckold's Point (Thames),Thames riverside
510,Surgeons' Hall (Barber-Surgeons'),Monkwell Street
512,Admiralty Court (St Margaret's Hill),St Margaret's Hill
513,Tavern near Admiralty Court (Southwark),Southwark (exact location unspecified)
514,Mr Wayth's House (Deptford),Deptford area
516,Chelsea,Chelsea
518,Browne's Mathematical Shop (Minories),The Minories
519,Sun Tavern (Exchange area),City of London (near Exchange)
522,Virginall Maker's Shop,London (exact location unspecified)
525,Shishe's Timber Yard (Thames),Thames waterside (exact location unspecified)
526,Mr Grant's House (prints),London (exact location unspecified)
528,Alehouse in Westminster Market Place,Westminster (exact location unspecified)
529,Alehouse near the Gatehouse (Westminster),Westminster (exact location unspecified)
530,Lord Sandwich's Chelsea Lodgings (Mrs Becke's),Chelsea
531,Bishopsgate Street End,Bishopsgate
532,Whitefriars Stairs,Thames waterside
533,New Theatre Royal (Bridges Street / Drury Lane),Drury Lane
534,Mr Jervas's Barber Shop (Westminster),Westminster (exact location unspecified)
536,Alehouse at Woolwich Town,Woolwich
537,Tom Pepys (Turner)'s House,London (exact location unspecified)
538,Clerkenwell (dropping off),Clerkenwell
541,Maypole (near Lincoln's Inn Fields),The Strand
542,Commissioner Pett's daughter's house (Gracechurch St),Gracechurch Street
543,Mr Beacham Goldsmith's (Westminster),Westminster (exact location unspecified)
546,Blackbury's Timber Yard (Thames),Thames waterside
547,Half Moon Tavern (near Theatre Royal),London (near Theatre Royal)
548,Whey-house,London (exact location unspecified)
549,Wife's coach departure inn,London (exact location unspecified)
550,Trinity House at Deptford,Deptford
551,St Nicholas's Church (Deptford),Deptford
552,Brewer's House (picture dealer),London (exact location unspecified)
553,Stacy's (tar merchant),London (exact location unspecified)
554,Wilkinson's (eating house / Westminster),Westminster (exact location unspecified)
556,Mr Clerke (solicitor)'s office,London (exact location unspecified)
557,Ordinary at Charing Cross (opposite King's Head),Charing Cross
558,Greenwich Common Garden,Greenwich
559,King's Bench Court (Westminster),Westminster
560,Sir W. Rider's house (Bethnal Green),Bethnal Green
561,Lincoln's Inn,Lincoln's Inn
562,Captain Rooth's house (Deptford),Deptford
563,St Mary Overy's Church (Southwark Cathedral),Southwark
564,Mr Game's Stable (horse-hire),City of London (exact location unspecified)
565,Walthamstow (Castle family house),Walthamstow
566,Mr Batten's House (en route to Walthamstow),Essex/Middlesex area
569,Mr Barrow's House (Chatham),Chatham
570,St Mary Creek (near Chatham),near Chatham
573,Wise's Viol Maker's Shop (Bishopsgate Street),Bishopsgate Street
574,Crown Inn (Palace Yard Westminster),Palace Yard
575,Captain Cocke's House (Woolwich),Woolwich
576,Mr Castle's House (Bermondsey),Bermondsey/Southwark area
577,Thomson's Instrument Shop,London (exact location unspecified)
579,Bagwell's House (Deptford/Redriffe),Deptford/Redriffe area
581,Epsom,Epsom
583,Durdans (near Epsom),Epsom area
584,Ashtead Church,Ashtead
585,Ewell / Yowell,Ewell
586,Nonsuch House (Surrey),Nonsuch
588,London Bridge Stairs,London Bridge
589,Sir G. Carteret's House (Deptford),Deptford
590,Blackbury's Garden (near timber yard),Thames waterside
591,Mother Palmer's House (Westminster/Southwark),Westminster area (exact location unspecified)
592,Parliament Stairs (Westminster waterside),Westminster
593,Stangate Stairs (Lambeth),Lambeth
594,King's Head (Lambeth Marsh),Lambeth Marsh
595,Mary Joyce's House (City),City of London (exact location unspecified)
596,Puppet Show (Lincoln's Inn Fields),Lincoln's Inn Fields
597,St Dunstan's (near Navy Office),City of London (near Seething Lane)
598,Mrs Russell's House (near Navy Office),City of London (near Seething Lane)
600,Sir R. Ling's House (Westminster),Westminster (exact location unspecified)
601,Lion Key (Lower Thames Street),Lower Thames Street
602,Mr Holden's Hat Shop,London (exact location unspecified)
603,Greenwich Music House,Greenwich
604,Phineas Pett's (Limehouse),Limehouse
606,Mrs Harper's House (Westminster),Westminster (exact location unspecified)
608,Captain Minor's House (Tower Hill),Tower Hill
609,Black Spread Eagle Inn (Bride Lane),Bride Lane
610,Ironmonger's Shop (near Bartholomew Fair),City of London (exact location unspecified)
611,Moxon's (globe/instrument maker),London (exact location unspecified)
612,Sir Philip Warwick's House,"King Street, Westminster"
614,Buntingford,Buntingford
615,Godmanchester,Godmanchester
616,Gorrum's (drinking house Brampton),Brampton
617,Bull Inn (Brampton/Huntingdon),Brampton/Huntingdon
618,Parson's Drove,Parson's Drove
619,Wisbech,Wisbech
620,Chatteris,Chatteris
621,St Ives (Huntingdonshire),St Ives
622,Brampton Woods,near Brampton
623,Grafham village,Grafham
625,Huntingdon Church (All Saints'),Huntingdon
626,Biggleswade,Biggleswade
630,Jewish Synagogue (Creechurch Lane),Creechurch Lane
631,Coffee-house (Cornhill),Cornhill
632,Creed's Lodgings (Axe Yard Westminster),Axe Yard
633,Scrivener at Bedlam (Moorfields),Moorfields
634,St Katherine's Docks (Dutch ships),Thames waterside near Tower
635,Globe Tavern (Fleet Street),Fleet Street
637,Periwig Maker's Shop,London (exact location unspecified)
639,Speaker's Chamber (Westminster),Westminster
641,African House (Broad Street),Broad Street
642,Mr Cutler's House (near Dutch Church),near Dutch Church
643,French Church (Threadneedle Street),Threadneedle Street
646,Ship Tavern (near Navy Office),Seething Lane area
648,Ham Creek,Thames near Deptford
649,Salisbury Court (Fleet Street area),Fleet Street area
650,Cockfighting Pit (Shoe Lane),Shoe Lane
652,Shoreditch (funeral procession),Shoreditch
653,Erith,Erith
654,Whitehall Tennis Court,Whitehall
655,King's Bench at Guildhall,Guildhall
657,Captain Allen's House (Mark Lane),Mark Lane
658,Newgate Market,Newgate
659,Mr Fen's House,London (exact location unspecified)
661,Mr Smith's (herald painter Salisbury Court),Salisbury Court
666,Balty St Michel's Lodgings,London (exact location unspecified)
670,Mr Cade's Print/Picture Shop (Cornhill),Cornhill
673,Mrs Ann's Lodgings,Westminster (exact location unspecified)
674,Mrs Jemimah Allen's Lodgings (Mrs Jem),"King Street, Westminster"
675,Tom Pepys the Turner's Shop (Paul's Churchyard),"St Paul's Churchyard, City of London"
676,"Marsh's (drinking house, Whitehall)","Whitehall, Westminster"
677,Sir Harry Wright's House,"King Street area, Westminster"
678,Bull Head Tavern,Westminster (exact location unspecified)
679,Mr Swan's House / Lodgings,Westminster (exact location unspecified)
682,Half Moon Tavern (Westminster),Westminster (exact location unspecified)
683,Mitre Tavern (Fleet Street),"Fleet Street, London"
685,Mr Gunning's (church / chapel),Westminster (exact location unspecified)
686,Jacob's Alehouse (St James's Park area),"St James's Park area, Westminster"
687,Mr Fage's (apothecary / physician),City of London (exact location unspecified)
688,Sugar Loaf Tavern (Temple Bar),"Temple Bar, London"
689,Court of Wards,Westminster
691,Three Tun Tavern (Guildhall area),City of London (near Guildhall)
693,Chequers Inn (Charing Cross),"Charing Cross, Westminster"
694,Coffee Club (Rota Club),Westminster (near New Palace Yard)
695,Coffee House (Westminster waterside),Westminster waterside
696,Scotland Yard (Garthwayt's stable),"Scotland Yard, Westminster"
698,Chequers Inn (Foulmer),"Foulmer, Cambridgeshire"
699,"Falcon Inn (Petty Cury, Cambridge)","Petty Cury, Cambridge"
701,Magdalene College (Cambridge),"Cambridge, Cambridgeshire"
703,Three Tuns Tavern (Cambridge),"Cambridge, Cambridgeshire"
706,White Hart Inn (Saffron Walden),"Saffron Walden, Essex"
707,Audley End House,"Saffron Walden, Essex"
708,Inn at Epping,"Epping, Essex"
710,"Plough (hat shop, Fleet Street)","Fleet Street, London"
712,"Herring's (merchant, Coleman Street)","Coleman Street, City of London"
714,Mr Cumberland's House,Westminster or City (exact location unspecified)
715,Lady Wright's House,Westminster (exact location unspecified)
717,Calthrop's Chamber (Temple),"Temple, London"
721,Mr Phelps's House (Westminster),Westminster (exact location unspecified)
724,Rolls (Chancery Lane),"Chancery Lane, London"
725,Chancery Lane (Chetwind's office),"Chancery Lane, London"
726,Mr Laxton's (Lord's apothecary),City of London (exact location unspecified)
728,Salutation Tavern (Billingsgate),"Billingsgate, City of London"
730,Admiralty Office,Westminster (various locations 1660)
731,Angel Inn (King Street Westminster),"King Street, Westminster"
733,Short's (firing supplier),Westminster (exact location unspecified)
735,Bowyer's House (Huntsmore),"Huntsmore, Buckinghamshire"
736,White Horse Inn (King Street Westminster),"King Street, Westminster"
739,Fox Tavern (King Street Westminster),"King Street, Westminster"
740,Chapel in Chancery Lane,"Chancery Lane, London"
741,Pope's Head Tavern (Chancery Lane),"Chancery Lane, London"
742,Tony Robins's (tavern / eating house),Westminster (exact location unspecified)
743,Mrs Crisp's House (Axe Yard),"Axe Yard, Westminster"
744,Jervas's Barber Shop (Palace Yard),"Palace Yard, Westminster"
745,Mr Mossum's Church (St Paul's Covent Garden area),Westminster (exact location unspecified)
746,Alehouse (Drury Lane),"Drury Lane, London"
748,"HMS Nazeby / Charles (ship, Long Reach / Downs / at sea)",River Thames / Downs / North Sea
