id,name,location
coffee_club_westminster,Coffee House / Rota Club (Turk's Head),"New Palace Yard, Westminster"
coffee_house_cornhill,Coffee House,"Cornhill, City of London"
commissioner_petts_lodging_hague,Commissioner Pett's Lodging,"The Hague, Holland"
commissioner_willoughbys,Commissioner Willoughby's House,"Seething Lane, City of London"
cooks_shop_temple_bar,Cook's Shop within Temple Bar,"Fleet Street, London"
cooks_shop_westminster,Cook's Shop (unspecified),"Westminster"
cornhill,Cornhill (street),"City of London"
court_of_wards,Court of Wards,"Westminster"
cousin_angiers_cambridge,Cousin Angier's House,"Cambridge"
cousin_scotts,Cousin Scott's House,"London"
cousin_stradwick_house,Cousin Thomas Stradwick's House,"London"
covent_garden,Covent Garden,"London"
crowes_upholsterer,Crowe's the Upholsterer's,"St Bartholomew's, London"
crowlys,Crowly's,"London"
crown_palace_yard,The Crown Tavern,"Palace Yard, Westminster"
dancing_school_broad_street,Luke Channel's Dancing School,"Broad Street, City of London"
deal,Deal (shore and town),"Kent"
delft,Delft (town),"Holland"
deptford,Deptford (dockyard),"Kent"
devil_tavern,Devil Tavern,"Fleet Street, London"
doctors_commons,Doctors' Commons (Dr. Walker's),"City of London"
dog_tavern_westminster,Dog Tavern,"New Palace Yard, Westminster"
dolphin_tavern,Dolphin Tavern,"Tower Street, City of London"
dorset_house,Dorset House (Lord Chancellor's),"Salisbury Court, London"
dover,Dover (landing place),"Kent"
dover_cliff,High Cliff by the Sea,"near Dover, Kent"
downings_counsellor,Mr. Downing's Counsellor's Chamber,"London"
dr_clerkes,Dr. Clerke's House,"London"
dr_hardys_church,Dr. Hardy's Church,"City of London"
dr_whores_house,Dr. Whore's House,"London"
dr_williams_holborn,Dr. Williams's,"Holborn, London"
drinking_house_drury_lane,Drinking House (unspecified),"Drury Lane, London"
dutch_house_hague,Dutch House (tavern),"The Hague, Holland"
dutch_yacht,The Dutch Yacht,"at Deptford, Kent"
english_house_delft,English Drinking House,"Delft, Holland"
epping_inn,Inn at Epping,"Epping, Essex"
essex_ship,The Essex (ship),"The Downs"
exchequer_court,Court of Exchequer,"Westminster"
exchequer_office,Pepys's Office (Mr. Downing's, Exchequer),"Westminster"
exchequer_tavern_charing_cross,Exchequer Tavern,"Charing Cross, Westminster"
excise_office,Excise Office,"Broad Street, City of London"
exeter_house_chapel,Mr. Gunning's Chapel at Exeter House,"Strand, London"
faithornes,Faithorne's (print shop),"London"
falcon_cambridge,The Falcon Inn,"Petty Cury, Cambridge"
father_house_salisbury_court,John Pepys Sr.'s House (father's),"Salisbury Court, Fleet Street, London"
feathers_fish_street,The Feathers Tavern,"Fish Street, City of London"
five_bells,The Five Bells Tavern,"near the Temple, London"
fox_kings_street,The Fox Tavern,"King Street, Westminster"
french_house_hague,French House (ordinary),"The Hague, Holland"
french_ordinary,French Ordinary,"Westminster"
fullers_ale_house_deal,Fuller's Ale House,"Deal, Kent"
g_montagus_house,Mr. George Montagu's House,"Westminster"
globe_cornhill,The Globe,"Cornhill, City of London"
globe_deptford,The Globe Tavern,"Deptford, Kent"
golden_eagle_new_street,Golden Eagle (Mr. Barlow's lodgings),"New Street, between Fetter Lane and Shoe Lane, London"
golden_lion_charing_cross,Golden Lion Tavern,"near Charing Cross, Westminster"
goldsmith_new_exchange,Goldsmith's near the New Exchange,"Strand, London"
goring_house,Goring House,"Westminster"
grande_salle_hague,Grande Salle (Binnenhof),"The Hague, Holland"
gravesend_inn,Inn at Gravesend,"Gravesend, Kent"
grays_inn,Gray's Inn,"Holborn, London"
green_dragon_lambeth_hill,Green Dragon Tavern,"Lambeth Hill, City of London"
greyhound_fleet_street,Greyhound Tavern,"Fleet Street, London"
guesthouse_delft,The Guest House (Gasthuis),"Delft, Holland"
guildhall,Guildhall,"City of London"
half_moon_tavern,Half Moon Tavern,"King Street, Westminster"
hargraves_st_martins,Hargrave's the Cornchandler,"St Martin's Lane, Westminster"
harp_and_ball,Harp and Ball Tavern,"near Charing Cross, Westminster"
harpers_alehouse,Mrs. Harper's Alehouse,"King Street, Westminster"
harveys_tavern,Harvey's (by Salisbury Court),"London"
heaven_tavern,Heaven Tavern,"near Westminster Hall, Westminster"
hell_tavern,Hell Tavern,"near Westminster Hall, Westminster"
hercules_pillars,Hercules Pillars Tavern,"Fleet Street, London"
herings_merchant,Hering the Merchant's,"Coleman Street, City of London"
holland_house_kensington,Lord Holland's House,"Kensington, Middlesex"
home_axe_yard,Home (Axe Yard),"Axe Yard, King Street, Westminster"
home_seething_lane,Home (new house at the Navy Office),"Seething Lane, City of London"
hoop_tavern,Hoop Tavern by Old Swan Stairs,"Thames Street, City of London"
hyde_park,Hyde Park,"Middlesex"
ironmongers_kings_street,Catan Petit's Lodging (at an ironmonger's),"King Street, Westminster"
jacobs_alehouse,Jacob's Alehouse,"Westminster"
jervas_barber,Jervas the Barber's,"Palace Yard, Westminster"
kensington_inn,Inn at Kensington,"Kensington, Middlesex"
kings_college_cambridge,King's College (fields and chapel yard),"Cambridge"
kings_court_hague,King Charles II's Court,"The Hague, Holland"
kings_head_charing_cross,King's Head Tavern,"Charing Cross, Westminster"
lady_pickerings,My Lady Pickering's House,"London"
lady_wrights_house,My Lady Wright's House,"London"
lambeth,Lambeth,"Surrey"
leg_kings_street,The Leg Tavern,"King Street, Westminster"
lincolns_inn,Lincoln's Inn,"Holborn, London"
lion_tavern_westminster,The Lion Tavern,"Westminster"
lisson_green_marylebone,Lisson Green and Marylebone,"Middlesex"
lodging_the_hague,Pepys's Lodging,"The Hague, Holland"
london_ship,The London (ship),"The Downs"
loosduinen,Loosduinen (church of the 365 children),"near The Hague, Holland"
lord_chancellors_hague,Lord Chancellor Hyde's Lodging,"The Hague, Holland"
lord_frezendorfes,Lord Frezendorf's,"London"
lord_st_albans,Lord St Albans's Lodgings,"Westminster"
lord_widdringtons,Lord Widdrington's,"London"
ludgate,Ludgate,"City of London"
magdalene_college_cambridge,Magdalene College,"Cambridge"
major_harts_cannon_street,Major Hart's Lodgings,"Cannon Street, City of London"
market_westminster,Market,"Westminster"
marshes_whitehall,Marsh's,"Whitehall, Westminster"
master_of_chancery,Master of Chancery's,"London"
maypole_strand,The Maypole,"Strand, London"
members_lodgings_westminster,Lodgings of Members of Parliament (various),"Westminster"
merchants_house_city,Merchant's House (unspecified),"City of London"
mertons_shop_cambridge,Mr. Merton's Shop,"Cambridge"
mitre_fleet_street,Mitre Tavern,"Fleet Street, London"
mitre_wood_street,Mitre Tavern,"Wood Street, City of London"
moorfields,Moorfields,"London"
mother_lams,Mother Lam's,"Westminster"
mr_beales,Mr. Beale's (patent office),"Chancery Lane, London"
mr_beauchamps,Mr. Beauchamp's the Goldsmith's,"Cheapside, City of London"
mr_blackburnes,Mr. Blackburne's,"London"
mr_blagraves,Mr. Blagrave's House,"Westminster"
mr_bowyers_huntsmore,Mr. Bowyer's House,"Huntsmore, Iver, Buckinghamshire"
mr_bowyers_westminster,Mr. Bowyer's House,"Westminster"
mr_butlers_house,Mr. Butler's House,"Westminster"
mr_cades,Mr. Cade's (stationer),"Cornhill, City of London"
mr_calthrops_chancery_lane,Mr. Calthrop's,"Chancery Lane, London"
mr_calthrops_grocer_london_bridge,Mr. Calthrop the Grocer's,"near London Bridge, City of London"
mr_chaplins,Mr. Chaplin the Victualler's,"City of London"
mr_coventrys,Mr. Coventry's Lodgings,"Westminster"
mr_creeds_chamber,Mr. Creed's Chamber,"Westminster"
mr_crews_house,Mr. John Crew's House,"Lincoln's Inn Fields, London"
mr_cumberlands,Mr. Cumberland's,"London"
mr_daltons_office,Mr. Dalton's Office (King's wine cellar),"Whitehall, Westminster"
mr_davis_deptford,Mr. Davis's House,"Deptford, Kent"
mr_de_cretz,Mr. de Cretz the Painter's,"London"
mr_denhams,Mr. Denham the Surveyor's,"Whitehall, Westminster"
mr_downings_lodgings,Mr. George Downing's Lodgings,"Westminster"
mr_fages,Mr. Fage's (apothecary),"City of London"
mr_foxs,Mr. Fox's Lodgings,"Whitehall, Westminster"
mr_frosts,Mr. Frost's,"Westminster"
mr_fullers_twickenham,Mr. Fuller's (school),"Twickenham, Middlesex"
mr_greatorexs,Mr. Greatorex's (instrument maker),"London"
mr_hunts_house,Mr. Hunt's House,"Axe Yard, Westminster"
mr_isaacsons_cheapside,Mr. Isaacson's (linendraper at the Key),"Cheapside, City of London"
mr_jessops,Mr. Jessop's,"Westminster"
mr_kennards,Mr. Kennard the Joiner's,"Westminster"
mr_kipps_lodgings,Mr. Kipps's Lodgings,"London"
mr_laxtons,Mr. Laxton's (my Lord's apothecary),"City of London"
mr_lillys,Mr. Lilly's,"London"
mr_mossums_church,Mr. Mossum's Church,"London"
mr_phelps_house,Mr. Phelps's House,"Westminster"
mr_pierces_house,Mr. Pierce the Surgeon's House,"Westminster"
mr_pims_tailor,Mr. Pim the Tailor's,"Westminster"
mr_pinkneys_house,Mr. Pinkney's House,"Westminster"
mr_rawlinsons,Mr. Rawlinson's House (Mitre),"Fenchurch Street, City of London"
mr_sherwins,Mr. Sherwin's,"Westminster"
mr_spongs,Mr. Spong's,"London"
mr_standings_salisbury_court,Mr. Standing's,"Salisbury Court, London"
mr_stevens_silversmith,Mr. Stevens's (silversmith),"City of London"
mr_swans_house,Mr. Swan's House,"Westminster"
mr_vanlys,Mr. Vanly's (Pepys's landlord),"over the water, Surrey side, London"
mr_vernons,Mr. Vernon's,"City of London"
mr_vines_house,Mr. Vines's House,"Westminster"
mr_wades_house,Mr. Wade's House,"Westminster"
mr_watkins,Mr. Watkins's (Privy Seal),"Westminster"
mr_william_montagus,Mr. William Montagu's,"London"
mr_woottons_shop,Mr. Wotton's Shop (shoemaker),"Fleet Street, London"
mrs_browns,Mrs. Brown's House,"Westminster"
mrs_crisps_house,Mrs. Crisp's House,"Axe Yard, Westminster"
mrs_jems_lodgings,Mrs. Jem's Lodgings (Jemima and Anne Montagu),"London (near Chancery Lane?)"
mrs_johnsons,Mrs. Johnson's (my Lord's sempstress),"Strand, London"
mrs_parkers,Mrs. Parker's,"London"
mrs_turner_house,Mrs. Jane Turner's House,"Salisbury Court, Fleet Street, London"
my_lords_lodgings_whitehall,My Lord Montagu's Lodgings,"Whitehall Palace, Westminster"
naseby,The Naseby / Royal Charles (ship),"The Downs / North Sea"
navy_office,Navy Office,"Seething Lane, City of London"
navy_treasury,Treasurer of the Navy's Office,"City of London"
new_exchange,The New Exchange,"Strand, London"
new_market_alehouse,Alehouse in the New Market,"Westminster"
new_playhouse,New Playhouse (Gibbon's Tennis Court),"Vere Street, near Lincoln's Inn Fields, London"
newgate,Newgate Prison,"City of London"
nieuwe_kerk_delft,Nieuwe Kerk (tomb of the Prince of Orange),"Delft, Holland"
ordinary_charing_cross,Ordinary near Charing Cross,"Westminster"
oude_kerk_delft,Oude Kerk (Van Tromp's tomb),"Delft, Holland"
parliament_house,Parliament House (House of Commons),"Westminster"
paternoster_row,Paternoster Row (mercers' shops),"City of London"
pierce_pursers_house,Mr. Pierce the Purser's House,"London"
playfords_shop,Playford's Music Shop,"Inner Temple, Fleet Street, London"
plough_fleet_street,The Plough (hatter's),"Fleet Street, London"
plymouth_ship,The Plymouth (ship),"The Downs"
pooles_tavern_deal,Poole's Tavern,"Deal, Kent"
popes_head_alley,Pope's Head Alley (Adam Chard's shop),"Cornhill, City of London"
popes_head_chancery_lane,Pope's Head Tavern,"Chancery Lane, London"
prices,Price's (drinking house),"Westminster"
princess_dowagers_house,Princess Dowager's House (Huis ten Bosch),"near The Hague, Holland"
priors_rhenish_wine_house,Prior's Rhenish Wine House,"Westminster"
privy_seal_office,Privy Seal Office,"Whitehall, Westminster"
puckeridge,Puckeridge (baiting inn),"Puckeridge, Hertfordshire"
quakers_ordinary,The Quaker's (ordinary),"Westminster"
queen_of_bohemias_hague,Queen of Bohemia's Lodging,"The Hague, Holland"
queens_college_cambridge,Queens' College,"Cambridge"
ratcliffe,Ratcliffe,"Middlesex"
red_bull_playhouse,Red Bull Playhouse,"Clerkenwell, London"
redriffe,Redriffe (Rotherhithe),"Surrey"
reindeer_tavern,Reindeer Tavern,"King Street, Westminster"
roberts_whitehall,Roberts's,"Whitehall, Westminster"
robin_shaws,Robin Shaw's,"London"
rochester_chatham,Rochester and Chatham (bridge and dockyard),"Kent"
rolls_chancery_lane,The Rolls,"Chancery Lane, London"
rose_tavern_cambridge,Rose Tavern,"Cambridge"
royal_exchange,The Royal Exchange,"Cornhill, City of London"
salutation_billingsgate,Salutation Tavern,"Billingsgate, City of London"
scheveningen,Scheveningen (shore and village),"Holland"
scotland_yard_guard,The Guard at Scotland Yard,"Whitehall, Westminster"
scotland_yard_stable,Mr. Garthwayt's Stable,"Scotland Yard, Whitehall, Westminster"
scotts_house,Scott's House (Madam Scott's),"London"
scrivener_fenchurch,Scrivener's,"Fenchurch Street, City of London"
secretary_nicholas,Secretary Nicholas's House,"Westminster"
shell_womans_house,Shell Rock-work Woman's House,"between Scheveningen and The Hague, Holland"
shops_city,Shops (unspecified),"City of London"
shore_near_gravesend,Shore near Gravesend (the Hope),"Kent"
sir_edward_walkers,Sir Edward Walker's Lodgings,"by St Giles Church, London"
sir_g_carterets,Sir George Carteret's Chamber,"Whitehall, Westminster"
sir_geoffrey_palmers,Sir Geoffrey Palmer's,"London"
sir_harry_wrights,Sir Harry Wright's House,"London"
sir_heneage_finchs,Sir Heneage Finch's Chambers,"Temple, London"
sir_n_wheelers,Sir Nicholas Wheeler's,"London"
sir_r_fanshawes,Sir Richard Fanshawe's,"London"
sir_w_battens,Sir William Batten's House,"Seething Lane, City of London"
sir_w_battens_walthamstow,Sir William Batten's Country House,"Walthamstow, Essex"
sir_w_penns,Sir William Penn's House,"Seething Lane, City of London"
sittingbourne,Sittingbourne,"Kent"
six_clerks_office,Six Clerks' Office,"Chancery Lane, London"
slingsby_lime_street,Colonel Slingsby's House,"Lime Street, City of London"
somerset_house_stairs,Somerset House Stairs,"Strand, London"
speaker_ship,The Speaker (ship),"The Downs"
speakers_house,The Speaker's House,"Westminster"
st_brides_church,St Bride's Church (Mr. Herring's),"Fleet Street, London"
st_clements,St Clement's (St Clement Danes),"Strand, London"
st_dunstans,St Dunstan's-in-the-West,"Fleet Street, London"
st_jamess_fair,St James's Fair,"Westminster"
st_jamess_palace,St James's Palace,"Westminster"
st_jamess_park,St James's Park,"Westminster"
st_margarets_westminster,St Margaret's Church,"Westminster"
st_olaves,St Olave's Church,"Hart Street, City of London"
st_pauls_cathedral,St Paul's Cathedral,"City of London"
st_pauls_churchyard,St Paul's Churchyard (booksellers),"City of London"
st_pauls_school,St Paul's School,"St Paul's Churchyard, City of London"
star_cheapside,The Star Tavern,"Cheapside, City of London"
sugar_loaf_temple_bar,Sugar Loaf Tavern,"by Temple Bar, London"
sun_behind_exchange,Sun Tavern behind the Exchange,"Threadneedle Street, City of London"
sun_chancery_lane,Sun Tavern,"Chancery Lane, London"
sun_fish_street_hill,Sun Tavern,"Fish Street Hill, City of London"
sun_tavern_westminster,Sun Tavern,"Westminster"
swan_dowgate,Swan Tavern,"Dowgate, City of London"
swan_fish_street,Swan Tavern,"Fish Street, City of London"
swan_kings_street,The Swan Tavern,"King Street, Westminster"
swiftsure,The Swiftsure (ship),"River Thames (Long Reach / the Hope)"
tavern_against_mr_pierces,Tavern over against Mr. Pierce's,"Westminster"
tavern_cheapside,Tavern next the Key,"Cheapside, City of London"
tavern_hague,Tavern (Dr. Fuller's),"The Hague, Holland"
tavern_thames_street,Tavern,"Thames Street, City of London"
temple,The Temple (Mr. Calthrop's chamber),"Temple, Fleet Street, London"
temple_church,Temple Church,"Temple, London"
the_hague,The Hague (town),"Holland"
the_wardrobe,The King's Great Wardrobe,"Puddle Wharf, City of London"
thomas_pepys_house,Cousin Thomas Pepys's House,"London"
three_tun_tavern_city,Three Tun Tavern,"City of London"
three_tuns_cambridge,Three Tuns Tavern,"Cambridge"
three_tuns_charing_cross,Old Three Tuns Tavern,"Charing Cross, Westminster"
tom_pepys_turner_shop,Cousin Tom Pepys the Turner's Shop,"St Paul's Churchyard, City of London"
tony_robins,Tony Robins's,"Westminster"
torrianos_house,Signor Torriano's House,"City of London"
tower_of_london,The Tower of London (barge stairs),"City of London"
tower_wharf,Tower Wharf,"City of London"
trinity_house_stepney,Trinity House,"Stepney, Middlesex"
trumpet_tavern,The Trumpet,"King Street, Westminster"
uncle_fenners,Uncle Fenner's House,"City of London"
uncle_wights_house,Uncle Wight's House,"City of London"
w_joyces_house,William Joyce's House,"London"
w_symons_house,William Symons's House,"Westminster"
warwick_house_holborn,Warwick House,"Holborn, London"
waters_vintner,Waters the Vintner's,"Westminster"
westminster_abbey,Westminster Abbey (incl. Henry VII Chapel),"Westminster"
westminster_hall,Westminster Hall,"Westminster"
white_hart_saffron_walden,White Hart Inn,"Saffron Walden, Essex"
white_horse_kings_street,White Horse Inn,"King Street, Westminster"
whitefriars,Whitefriars,"London"
whitehall,Whitehall Palace,"Westminster"
wilkinsons_cook_shop,Wilkinson's Cook Shop,"King Street, Westminster"
wills_alehouse,Will's Alehouse,"Old Palace Yard, Westminster"
woods_pall_mall,Wood's,"Pall Mall, Westminster"
woolwich,Woolwich (dockyard),"Kent"
worcester_house,Worcester House (Lord Chancellor's),"Strand, London"
