n1_source,n1_target,my_source,my_target,year,month,day,mode,companion
174,17,458,174,1660,February,13,walk,Elizabeth Pepys
687,17,692,174,1660,February,13,walk,
17,1,174,264,1660,February,13,walk,Elizabeth Pepys
674,1,412,264,1660,February,14,walk,
66,712,374,775,1660,February,15,walk,
712,21,775,546,1660,February,15,walk,
17,715,174,305,1660,February,15,walk,
715,674,305,412,1660,February,15,walk,
107,686,541,541,1660,February,17,walk,
15,13,169,610,1660,February,18,walk,
13,1,610,264,1660,February,18,walk,
1,6,264,650,1660,February,18,walk,
6,682,650,224,1660,February,18,walk,
1,3,264,642,1660,February,19,coach,Colonel Slingsby; Mrs Turner
3,1,642,264,1660,February,19,coach,
15,1,169,264,1660,February,20,walk,
1,13,264,610,1660,February,20,walk,
13,695,610,659,1660,February,21,walk,
695,1,659,264,1660,February,21,walk,
1,6,264,650,1660,February,22,walk,
6,1,650,264,1660,February,22,walk,
12,13,659,610,1660,February,22,walk,
13,17,610,174,1660,February,22,walk,
674,3,412,642,1660,February,22,walk,
3,17,642,174,1660,February,22,walk,
17,1,174,264,1660,February,22,walk,Elizabeth Pepys
3,1,642,264,1660,February,23,walk,
1,13,264,610,1660,February,23,walk,
696,5,637,394,1660,February,24,horse,
5,458,394,466,1660,February,24,horse,James Pierce
458,698,466,94,1660,February,24,horse,James Pierce
698,699,94,68,1660,February,25,horse,
203,699,66,68,1660,February,25,walk,John Pepys Sr
699,701,68,349,1660,February,25,walk,
701,699,349,68,1660,February,25,walk,
699,459,68,67,1660,February,25,walk,John Pepys Sr
703,701,71,349,1660,February,25,walk,
699,467,68,69,1660,February,26,walk,John Pepys Sr
467,699,69,68,1660,February,26,walk,John Pepys Sr
699,706,68,612,1660,February,27,horse,
706,707,612,12,1660,February,27,walk,
707,706,12,612,1660,February,27,walk,
706,708,612,163,1660,February,27,horse,
117,1,545,264,1660,February,28,horse,
1,66,264,374,1660,February,28,walk,
677,710,691,4,1660,February,28,walk,William Howe
710,53,4,220,1660,February,28,walk,
53,674,220,412,1660,February,28,walk,
1,6,264,650,1660,March,1,walk,
6,15,650,169,1660,March,1,walk,
15,66,169,374,1660,March,1,walk,
285,1,561,264,1660,March,1,walk,
17,745,174,123,1660,March,4,walk,Elizabeth Pepys
745,17,123,174,1660,March,4,walk,Elizabeth Pepys
1,12,264,659,1660,March,5,walk,
12,728,659,489,1660,March,5,boat,
728,13,489,610,1660,March,5,boat,
13,1,610,264,1660,March,5,walk,
1,66,264,374,1660,March,6,walk,
66,3,374,642,1660,March,6,walk,
12,1,659,264,1660,March,6,walk,
1,743,264,406,1660,March,6,walk,
66,380,374,540,1660,March,7,coach,
380,3,540,642,1660,March,7,walk,
15,731,169,7,1660,March,7,walk,
731,1,7,264,1660,March,7,walk,
3,733,642,642,1660,March,8,walk,
730,58,780,6,1660,March,8,walk,
58,134,6,231,1660,March,8,walk,
134,1,231,264,1660,March,8,walk,
1,6,264,650,1660,March,9,coach,
6,9,650,422,1660,March,9,coach,
9,66,422,374,1660,March,9,walk,
66,3,374,642,1660,March,9,walk,
3,730,642,780,1660,March,9,walk,
730,134,780,231,1660,March,9,walk,
134,1,231,264,1660,March,9,walk,
17,300,174,177,1660,March,10,walk,
300,1,177,264,1660,March,10,coach,
674,677,412,691,1660,March,10,walk,
3,15,642,169,1660,March,10,walk,
15,3,169,642,1660,March,10,walk,
23,246,789,4,1660,March,12,walk,Elizabeth Pepys
246,736,4,474,1660,March,12,horse,
736,735,474,273,1660,March,12,horse,
735,6,273,650,1660,March,13,horse,
6,17,650,174,1660,March,13,walk,
17,3,174,642,1660,March,13,walk,
1,6,264,650,1660,March,14,walk,
6,380,650,540,1660,March,14,walk,James Pierce
3,676,642,642,1660,March,14,walk,
730,674,780,412,1660,March,14,coach,
674,677,412,691,1660,March,14,walk,
677,1,691,264,1660,March,14,walk,
1,12,264,659,1660,March,15,walk,
12,13,659,610,1660,March,15,walk,
15,134,169,231,1660,March,15,walk,
134,300,231,177,1660,March,15,boat,Elizabeth Pepys
300,6,177,650,1660,March,15,walk,
6,674,650,412,1660,March,15,coach,
674,739,412,7,1660,March,15,walk,
739,13,7,610,1660,March,15,walk,
1,15,264,169,1660,March,16,boat,
15,740,169,83,1660,March,16,walk,
740,17,83,174,1660,March,16,walk,Elizabeth Pepys
17,730,174,780,1660,March,16,walk,
66,693,374,94,1660,March,17,walk,Elizabeth Pepys
693,730,94,780,1660,March,17,walk,
743,744,406,287,1660,March,18,walk,
744,6,287,650,1660,March,18,walk,
6,745,650,123,1660,March,18,walk,
745,66,123,374,1660,March,18,walk,
743,6,406,650,1660,March,19,walk,
6,730,650,780,1660,March,19,walk,
730,246,780,4,1660,March,19,walk,
1,6,264,650,1660,March,20,walk,
6,3,650,642,1660,March,20,coach,
3,676,642,642,1660,March,20,walk,
678,6,63,650,1660,March,20,walk,
6,765,650,642,1660,March,21,walk,
17,743,174,406,1660,March,21,walk,
66,741,374,459,1660,March,22,walk,
741,66,459,374,1660,March,22,walk,
66,6,374,650,1660,March,22,walk,
6,43,650,583,1660,March,23,coach,
748,750,251,136,1660,April,30,boat,William Howe
750,751,136,778,1660,April,30,walk,William Howe
754,753,495,572,1660,May,14,coach,
754,753,495,572,1660,May,17,coach,
753,755,572,137,1660,May,18,schuit,
755,753,137,572,1660,May,18,schuit,
1599,754,89,495,1660,May,19,wagon,
754,1598,495,730,1660,May,19,walk,
1598,753,730,572,1660,May,19,walk,
753,756,572,422,1660,May,19,walk,
756,753,422,572,1660,May,19,walk,
754,748,495,251,1660,May,20,boat,
759,163,203,102,1660,June,9,boat,Henry Moore; William Howe
163,66,102,374,1660,June,9,walk,
17,409,174,319,1660,June,10,walk,Elizabeth Pepys
409,17,319,174,1660,June,10,walk,Elizabeth Pepys
10,730,314,780,1660,June,11,walk,
730,66,780,374,1660,June,11,walk,
6,775,650,132,1660,June,12,walk,
775,66,132,374,1660,June,12,walk,
66,1134,374,176,1660,June,12,walk,
1134,226,176,146,1660,June,12,walk,
226,6,146,650,1660,June,12,walk,
6,17,650,174,1660,June,12,walk,
3,730,642,780,1660,June,13,walk,
730,83,780,476,1660,June,13,walk,
66,778,374,305,1660,June,14,walk,
778,12,305,659,1660,June,14,walk,
9,17,422,174,1660,June,15,walk,
3,730,642,780,1660,June,16,walk,
730,66,780,374,1660,June,16,walk,
3,715,642,305,1660,June,16,walk,
715,17,305,174,1660,June,16,walk,
336,784,451,659,1660,June,18,walk,
784,763,659,588,1660,June,18,boat,
763,730,588,780,1660,June,18,boat,
730,6,780,650,1660,June,18,walk,
3,778,642,305,1660,June,19,walk,
778,6,305,650,1660,June,19,walk,
3,779,642,82,1660,June,19,walk,
779,17,82,174,1660,June,19,walk,
336,1,451,264,1660,June,20,walk,Elizabeth Pepys
1,778,264,305,1660,June,20,walk,
778,450,305,155,1660,June,20,walk,
450,730,155,780,1660,June,20,walk,
730,115,780,85,1660,June,20,walk,
17,67,174,32,1660,June,20,walk,
67,17,32,174,1660,June,20,walk,
321,58,621,6,1660,June,21,walk,
58,66,6,374,1660,June,21,walk,
3,17,642,174,1660,June,21,walk,
134,331,231,191,1660,June,24,walk,
331,17,191,174,1660,June,24,walk,Elizabeth Pepys
66,745,374,123,1660,June,24,walk,Henry Moore
745,3,123,642,1660,June,24,walk,
1,3,264,642,1660,June,25,walk,
3,10,642,314,1660,June,25,walk,
10,730,314,780,1660,June,25,walk,
730,66,780,374,1660,June,25,coach,
66,774,374,704,1660,June,25,coach,Elizabeth Pepys
1,765,264,642,1660,June,26,walk,
765,766,642,71,1660,June,26,walk,
766,155,71,576,1660,June,26,walk,
155,773,576,578,1660,June,26,walk,Elizabeth Pepys
773,155,578,576,1660,June,26,walk,
155,400,576,3,1660,June,26,walk,
400,17,3,174,1660,June,26,walk,
17,6,174,650,1660,June,27,walk,
3,764,642,265,1660,June,27,walk,
764,3,265,642,1660,June,27,walk,
3,17,642,174,1660,June,27,coach,
785,314,788,372,1660,June,28,walk,
314,1141,372,693,1660,June,28,walk,
1141,5,693,394,1660,June,28,walk,
5,6,394,650,1660,June,28,walk,
6,785,650,788,1660,June,28,walk,
785,760,788,100,1660,June,28,walk,Elizabeth Pepys; Elizabeth Pierce
82,785,396,788,1660,June,28,walk,
13,10,610,314,1660,June,29,walk,
769,6,690,650,1660,June,30,walk,
6,3,650,642,1660,June,30,walk,
770,769,690,690,1660,June,30,walk,
743,829,406,503,1660,July,1,walk,
829,1,503,264,1660,July,1,walk,
787,829,36,503,1660,July,2,walk,
829,785,503,788,1660,July,2,walk,
785,532,788,193,1660,July,4,boat,Elizabeth Pepys
9,400,422,3,1660,July,4,walk,
400,829,3,503,1660,July,4,walk,
829,285,503,561,1660,July,4,walk,
285,829,561,503,1660,July,4,walk,
829,785,503,788,1660,July,4,walk,
785,3,788,642,1660,July,5,walk,
3,730,642,780,1660,July,5,walk,
730,829,780,503,1660,July,5,walk,
829,785,503,788,1660,July,5,walk,
785,829,788,503,1660,July,6,walk,
829,13,503,610,1660,July,6,walk,
285,829,561,503,1660,July,6,walk,
829,9,503,422,1660,July,6,walk,
283,829,741,503,1660,July,6,walk,
829,785,503,788,1660,July,6,walk,
785,829,788,503,1660,July,7,walk,
829,321,503,621,1660,July,7,walk,
24,82,592,396,1660,July,7,walk,
82,9,396,422,1660,July,7,walk,
9,829,422,503,1660,July,7,walk,
829,785,503,788,1660,July,7,walk,
170,829,566,503,1660,July,9,walk,
829,785,503,788,1660,July,9,walk,
785,104,788,562,1660,July,10,walk,
104,3,562,642,1660,July,10,walk,
3,785,642,788,1660,July,10,walk,Elizabeth Pepys
785,9,788,422,1660,July,11,boat,William Penn
4,785,465,788,1660,July,11,coach,
785,3,788,642,1660,July,12,coach,
3,829,642,503,1660,July,12,walk,
829,165,503,268,1660,July,12,walk,
165,186,268,668,1660,July,12,walk,
186,9,668,422,1660,July,12,walk,
9,785,422,788,1660,July,12,walk,
785,186,788,668,1660,July,13,walk,
186,785,668,788,1660,July,13,walk,
785,829,788,503,1660,July,14,walk,
829,134,503,231,1660,July,14,walk,
134,829,231,503,1660,July,14,walk,
829,13,503,610,1660,July,14,walk,
82,829,396,503,1660,July,14,walk,
829,785,503,788,1660,July,14,walk,Elizabeth Pepys
785,246,788,4,1660,July,15,walk,
246,103,4,609,1660,July,15,walk,
103,829,609,503,1660,July,15,walk,
829,107,503,541,1660,July,15,walk,
134,829,231,503,1660,July,15,walk,
829,785,503,788,1660,July,15,walk,
785,829,788,503,1660,July,17,walk,
829,785,503,788,1660,July,17,walk,
9,3,422,642,1660,July,18,walk,
3,829,642,503,1660,July,18,walk,
829,785,503,788,1660,July,18,walk,
785,17,788,174,1660,July,18,walk,
532,829,193,503,1660,July,19,walk,
829,13,503,610,1660,July,19,walk,
13,58,610,6,1660,July,19,walk,
58,730,6,780,1660,July,19,walk,
730,785,780,788,1660,July,19,boat,
785,788,788,45,1660,July,21,walk,
788,829,45,503,1660,July,21,walk,
829,301,503,521,1660,July,21,walk,
301,3,521,642,1660,July,21,walk,
232,829,591,503,1660,July,22,walk,
829,107,503,541,1660,July,22,walk,
107,134,541,231,1660,July,22,walk,
134,829,231,503,1660,July,22,walk,
829,785,503,788,1660,July,22,boat,
785,159,788,324,1660,July,23,walk,
159,829,324,503,1660,July,23,walk,
829,765,503,642,1660,July,23,walk,
765,819,642,195,1660,July,23,walk,
819,785,195,788,1660,July,23,boat,
785,3,788,642,1660,July,26,walk,
3,4,642,465,1660,July,26,walk,
4,10,465,314,1660,July,26,walk,
10,790,314,541,1660,July,26,walk,
790,785,541,788,1660,July,26,walk,
785,13,788,610,1660,July,28,walk,
13,104,610,562,1660,July,28,walk,
104,785,562,788,1660,July,28,walk,
785,3,788,642,1660,July,29,walk,
3,95,642,619,1660,July,29,walk,
95,829,619,503,1660,July,29,walk,
829,107,503,541,1660,July,29,walk,
107,134,541,231,1660,July,29,walk,
134,829,231,503,1660,July,29,walk,
829,785,503,788,1660,July,29,walk,
9,13,422,610,1660,July,30,walk,
13,83,610,476,1660,July,30,walk,
83,785,476,788,1660,July,30,walk,
785,3,788,642,1660,August,1,boat,
3,829,642,503,1660,August,1,walk,
829,4,503,465,1660,August,1,walk,
10,300,314,177,1660,August,1,walk,
300,785,177,788,1660,August,1,boat,
4,397,465,63,1660,August,3,walk,
785,3,788,642,1660,August,4,walk,
3,829,642,503,1660,August,4,walk,
829,4,503,465,1660,August,4,walk,
336,410,451,523,1660,August,4,coach,
410,785,523,788,1660,August,4,coach,
228,17,152,174,1660,August,5,walk,
17,3,174,642,1660,August,5,walk,
3,22,642,543,1660,August,5,walk,
22,5,543,394,1660,August,5,walk,
5,829,394,503,1660,August,5,walk,
829,317,503,757,1660,August,5,walk,
317,785,757,788,1660,August,5,boat,
9,785,422,788,1660,August,6,walk,
785,4,788,465,1660,August,6,walk,
82,829,396,503,1660,August,6,walk,
829,785,503,788,1660,August,6,walk,
4,792,465,131,1660,August,7,coach,
792,678,131,63,1660,August,7,walk,
678,785,63,788,1660,August,7,walk,
785,4,788,465,1660,August,8,boat,Elizabeth Pepys
4,829,465,503,1660,August,8,walk,
829,26,503,388,1660,August,8,walk,Elizabeth Pepys
26,829,388,503,1660,August,9,walk,
829,83,503,476,1660,August,9,walk,
10,794,314,404,1660,August,9,walk,Elizabeth Pepys
794,785,404,788,1660,August,9,walk,Elizabeth Pepys
9,785,422,788,1660,August,10,walk,
785,4,788,465,1660,August,10,boat,
382,829,275,503,1660,August,10,walk,
829,785,503,788,1660,August,10,coach,
785,829,788,503,1660,August,11,walk,
829,4,503,465,1660,August,11,walk,
4,829,465,503,1660,August,11,walk,
829,785,503,788,1660,August,11,walk,
785,829,788,503,1660,August,12,walk,
829,95,503,619,1660,August,12,walk,
95,829,619,503,1660,August,12,walk,
829,107,503,541,1660,August,12,walk,
107,829,541,503,1660,August,12,walk,
829,82,503,396,1660,August,12,walk,
82,17,396,174,1660,August,12,walk,
17,785,174,788,1660,August,12,walk,
9,4,422,465,1660,August,13,walk,John Pepys Sr
83,829,476,503,1660,August,13,walk,
829,785,503,788,1660,August,13,coach,
4,829,465,503,1660,August,14,walk,
829,4,503,465,1660,August,14,walk,
3,13,642,610,1660,August,15,walk,
13,829,610,503,1660,August,15,walk,
829,785,503,788,1660,August,15,walk,
785,66,788,374,1660,August,16,coach,
66,3,374,642,1660,August,16,walk,
3,4,642,465,1660,August,16,walk,
4,785,465,788,1660,August,16,walk,
9,785,422,788,1660,August,17,walk,
785,3,788,642,1660,August,17,boat,Elizabeth Pepys
785,532,788,193,1660,August,18,boat,Elizabeth Pepys
532,4,193,465,1660,August,18,walk,
4,10,465,314,1660,August,18,walk,
10,785,314,788,1660,August,18,walk,Elizabeth Pepys
186,165,668,268,1660,August,20,walk,
165,785,268,788,1660,August,20,walk,
3,314,642,372,1660,August,21,walk,
314,730,372,780,1660,August,21,walk,
730,13,780,610,1660,August,21,walk,
13,66,610,374,1660,August,21,walk,
9,3,422,642,1660,August,22,walk,
3,336,642,451,1660,August,22,walk,
336,17,451,174,1660,August,22,walk,John Pepys Sr
17,21,174,546,1660,August,22,walk,
21,785,546,788,1660,August,22,boat,
730,13,780,610,1660,August,23,walk,
13,58,610,6,1660,August,23,walk,
58,785,6,788,1660,August,23,boat,
785,9,788,422,1660,August,24,walk,
9,176,422,544,1660,August,24,walk,William Batten; William Penn
176,415,544,4,1660,August,24,walk,William Batten; William Penn
415,3,4,642,1660,August,24,walk,
3,4,642,465,1660,August,24,walk,
785,304,788,147,1660,August,25,coach,
304,3,147,642,1660,August,25,walk,
785,3,788,642,1660,August,27,walk,
3,4,642,465,1660,August,27,walk,
4,678,465,63,1660,August,27,walk,
678,785,63,788,1660,August,27,walk,
13,813,610,148,1660,August,30,walk,
813,5,148,394,1660,August,30,walk,
5,785,394,788,1660,August,30,walk,
785,829,788,503,1660,August,31,walk,
829,285,503,561,1660,August,31,walk,
285,785,561,788,1660,August,31,walk,
3,829,642,503,1660,September,1,walk,
829,801,503,180,1660,September,1,walk,
801,785,180,788,1660,September,1,walk,
785,23,788,789,1660,September,3,walk,
23,829,789,503,1660,September,3,walk,
829,358,503,309,1660,September,3,coach,
358,66,309,374,1660,September,3,walk,Henry Moore
3,801,642,180,1660,September,4,walk,
3,9,642,422,1660,September,6,walk,
9,829,422,503,1660,September,6,walk,
829,785,503,788,1660,September,6,walk,
63,9,519,422,1660,September,11,walk,William Batten; William Penn
9,63,422,519,1660,September,11,walk,
63,785,519,788,1660,September,11,walk,
785,63,788,519,1660,September,11,walk,
13,785,610,788,1660,September,13,boat,
785,9,788,422,1660,September,15,walk,
9,13,422,610,1660,September,15,walk,
785,9,788,422,1660,September,17,walk,
9,3,422,642,1660,September,17,walk,Henry Moore
9,13,422,610,1660,September,18,coach,William Batten; William Penn
3,1,642,264,1660,September,20,walk,
1,785,264,788,1660,September,20,walk,
785,9,788,422,1660,September,24,walk,
131,785,567,788,1660,September,24,walk,
9,31,422,145,1660,September,25,boat,William Batten; Robert Slingsby
31,785,145,788,1660,September,25,boat,
9,176,422,544,1660,September,26,walk,
785,829,788,503,1660,September,26,walk,
829,785,503,788,1660,September,26,walk,
785,829,788,503,1660,September,27,walk,
829,785,503,788,1660,September,27,walk,
785,829,788,503,1660,October,1,walk,
829,9,503,422,1660,October,1,walk,
9,785,422,788,1660,October,1,walk,John Pepys Sr
785,112,788,358,1660,October,1,walk,John Pepys Sr
3,58,642,6,1660,October,2,walk,
58,103,6,609,1660,October,2,walk,
103,829,609,503,1660,October,4,walk,
829,805,503,148,1660,October,4,walk,
805,785,148,788,1660,October,4,boat,
9,3,422,642,1660,October,6,walk,
9,13,422,610,1660,October,8,walk,Henry Moore
13,17,610,174,1660,October,8,walk,Henry Moore
66,829,374,503,1660,October,8,walk,
829,785,503,788,1660,October,8,boat,Henry Moore
785,9,788,422,1660,October,9,walk,
9,3,422,642,1660,October,9,walk,William Penn
3,829,642,503,1660,October,9,walk,
829,30,503,475,1660,October,9,boat,William Penn
785,829,788,503,1660,October,11,walk,
829,83,503,476,1660,October,11,walk,
9,80,422,149,1660,October,12,walk,
785,829,788,503,1660,October,12,walk,
829,785,503,788,1660,October,12,walk,
785,829,788,503,1660,October,13,walk,
829,115,503,85,1660,October,13,walk,
115,829,85,503,1660,October,13,walk,
829,285,503,561,1660,October,13,walk,
9,245,422,46,1660,October,15,boat,Elizabeth Pepys
245,829,46,503,1660,October,15,walk,
829,785,503,788,1660,October,15,coach,Elizabeth Pepys
785,9,788,422,1660,October,16,walk,
9,96,422,104,1660,October,16,walk,Henry Moore
785,829,788,503,1660,October,16,walk,
829,785,503,788,1660,October,16,boat,
785,797,788,440,1660,October,18,walk,
797,232,440,591,1660,October,18,walk,
17,829,174,503,1660,October,18,walk,
829,794,503,404,1660,October,18,walk,
785,829,788,503,1660,October,20,walk,
829,785,503,788,1660,October,20,walk,
9,785,422,788,1660,October,22,walk,
785,829,788,503,1660,October,22,walk,
829,785,503,788,1660,October,22,walk,
785,829,788,503,1660,October,23,walk,
829,3,503,642,1660,October,23,walk,
10,785,314,788,1660,October,23,walk,
3,411,642,390,1660,October,24,walk,
785,21,788,546,1660,October,27,walk,
3,15,642,169,1660,October,27,walk,
15,21,169,546,1660,October,27,walk,
785,829,788,503,1660,October,29,walk,
829,155,503,576,1660,October,29,walk,
155,785,576,788,1660,October,29,walk,
811,430,601,213,1660,November,1,horse,William Penn; William Batten
430,785,213,788,1660,November,1,horse,William Penn; William Batten
358,829,309,503,1660,November,2,walk,
829,785,503,788,1660,November,2,walk,
13,1572,610,610,1660,November,3,walk,
3,829,642,503,1660,November,6,walk,
829,13,503,610,1660,November,6,walk,
285,246,561,4,1660,November,6,walk,
246,9,4,422,1660,November,6,walk,
6,9,650,422,1660,November,7,boat,
9,13,422,610,1660,November,7,walk,
13,785,610,788,1660,November,7,boat,
785,9,788,422,1660,November,8,barge,William Batten; Robert Slingsby
9,31,422,145,1660,November,8,barge,William Batten; Robert Slingsby
829,677,503,691,1660,November,9,walk,
677,785,691,788,1660,November,9,walk,
9,3,422,642,1660,November,10,walk,
3,336,642,451,1660,November,10,walk,
336,21,451,546,1660,November,10,walk,
785,63,788,519,1660,November,11,walk,
63,176,519,544,1660,November,11,walk,
785,6,788,650,1660,November,11,boat,
6,785,650,788,1660,November,11,boat,
785,9,788,422,1660,November,12,walk,
9,449,422,505,1660,November,12,walk,Robert Slingsby
13,813,610,148,1660,November,12,walk,
813,816,148,381,1660,November,12,walk,
816,17,381,174,1660,November,12,walk,
785,829,788,503,1660,November,13,walk,Henry Moore
829,155,503,576,1660,November,13,boat,Henry Moore
155,825,576,435,1660,November,13,walk,
825,785,435,788,1660,November,13,walk,
3,785,642,788,1660,November,14,walk,
785,13,788,610,1660,November,15,boat,
13,411,610,390,1660,November,15,walk,
411,829,390,503,1660,November,15,walk,
829,63,503,519,1660,November,15,walk,
63,785,519,788,1660,November,15,walk,
3,829,642,503,1660,November,17,walk,
829,226,503,146,1660,November,17,walk,
6,82,650,396,1660,November,17,walk,
82,785,396,788,1660,November,17,walk,
785,9,788,422,1660,November,19,walk,
9,3,422,642,1660,November,19,coach,Sir G. Carteret
3,9,642,422,1660,November,19,coach,Sir George Carteret
785,829,788,503,1660,November,20,walk,
829,170,503,566,1660,November,20,walk,Henry Moore
170,193,566,158,1660,November,20,walk,
193,17,158,174,1660,November,20,walk,
